datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Sub_metering_4
2007/12/10,1758.754,125.012,348341.53,7451.4,1102,278,8281,19651.566
2007/12/11,2305.104,133.698,347702.75,9665.6,1050,3817,12740,20811.4
2007/12/12,1588.062,116.886,349165.9,6611.2,1152,254,7759,17302.7
2007/12/13,1847.746,111.49,348231.38,7804.2,1103,1448,8911,19333.768
2007/12/14,1974.808,179.55,348459.72,8291.2,980,3849,12941,15143.467
2007/12/15,2736.876,157.626,347444.12,11491.2,1706,3687,14313,25908.6
2007/12/16,2762.218,126.938,349466.38,11508.8,3410,2281,12929,27416.967
2007/12/17,1797.066,105.098,349138.47,7467.6,1636,243,10567,17505.1
2007/12/18,2623.194,144.08,349833.6,10947,1123,5810,11093,25693.9
2007/12/19,2196.052,109.336,349489.6,9121.6,1233,2658,11679,21030.867
2007/12/20,1949.758,119.434,350161.84,8083.2,1859,276,13592,16768.967
2007/12/21,1982.576,106.47,349749.56,8227.8,1191,200,12251,19400.934
2007/12/22,2611.264,141.314,348689.56,10934.6,3819,4550,12673,22479.066
2007/12/23,2409.048,176.272,349283.44,10055.2,1971,3091,11962,23126.8
2007/12/24,2257.848,149.754,349416.62,9431.6,2985,2316,14350,17979.8
2007/12/25,2694.968,151.812,349892.44,11219,4588,3368,9084,27876.133
2007/12/26,2580.28,140.314,349045.06,10693.6,1109,2773,9480,29642.666
2007/12/27,2532.198,190.582,348640.72,10650,4122,1490,7960,28631.3
2007/12/28,3113.052,206.8,348889.66,13004,1980,8554,15823,25527.2
2007/12/29,3298.956,199.892,346392.97,13766.4,4836,2434,14906,32806.6
2007/12/30,2558.916,178.436,348622.8,10750.6,3595,3597,13485,21971.6
2007/12/31,2216.542,145.536,347176.5,9295.2,0,3457,14071,19414.367
2008/1/1,2759.738,142.508,347092.8,11489.2,2461,2739,12355,28440.633
2008/1/2,1644.106,111.666,349081.12,6869.4,0,3094,8987,15320.767
2008/1/3,1510.108,121.182,350031.53,6338.4,1130,846,6671,16521.467
2008/1/4,2291.852,136.706,347433.66,9669.8,1241,5326,11752,19878.533
2008/1/5,2183.248,129.464,343905.03,9283.4,2113,286,14591,19397.467
2008/1/6,1825.184,116.958,344746.5,7761.8,1966,2445,7824,18184.732
2008/1/7,1695.814,116.172,346671.28,7078,1288,282,10294,16399.566
2008/1/8,2043.55,127.452,346783.4,8625.6,2197,3511,9793,18558.166
2008/1/9,1788.44,125.336,347412.44,7534,1162,284,8963,19398.334
2008/1/10,1894.076,120.504,346762.28,8056.2,1307,285,9992,19983.934
2008/1/11,1705.818,95.484,346190.47,7147.4,1261,290,7997,18882.3
2008/1/12,2871.408,162.724,345542.66,12274.4,5594,2621,11116,28525.8
2008/1/13,2881.656,144.278,345001.97,12158.6,6505,340,9362,31820.6
2008/1/14,2024.932,120.11,346030.56,8661,5918,339,9738,17753.867
2008/1/15,2686.912,113.144,346621.66,11363.4,782,6883,14512,22604.867
2008/1/16,2135.852,128.93001,346207.88,9100.2,1162,3430,9391,21614.533
2008/1/17,1572.282,116.718,347944.3,6688.8,1007,350,8657,16190.7
2008/1/18,2186.988,119.29,345503.4,9262.4,1034,846,14983,19586.8
2008/1/19,1980.306,134.982,345032.53,8393.6,2521,6054,8015,16415.1
2008/1/20,1740.368,138.614,345520.12,7414.4,1775,380,4940,21911.133
2008/1/21,1858.998,122.4,344973.25,7947.4,0,376,10447,20160.3
2008/1/22,2325.018,143.462,345736.47,9977.4,4670,7640,7552,18888.3
2008/1/23,1882.308,107.984,346906.16,7949.2,1116,387,13359,16509.8
2008/1/24,1645.022,104.306,346722.1,7038.6,1107,320,5935,20055.033
2008/1/25,2239.856,119.626,346615.84,9423.4,0,2421,11409,23500.934
2008/1/26,2834.988,168.422,345254.7,12048,4925,311,15606,26407.8
2008/1/27,2381.766,140.758,347477.28,10058.2,3725,3818,7367,24786.1
2008/1/28,2308.196,107.836,346272.16,9748.2,1142,280,12792,24255.934
2008/1/29,2676.024,117.176,346497.28,11292.8,1487,6199,11077,25837.4
2008/1/30,1640.646,116.47,347925.1,6950,0,261,7261,19822.1
2008/1/31,1953.922,137.576,348315.47,8342.4,1165,267,9437,21696.367
2008/2/1,1534.652,179.25,346118.78,6505.4,336,280,7241,17720.533
2008/2/2,2936.034,230.968,345778.06,12446.6,6247,2764,15188,24734.9
2008/2/3,2084.568,153.70801,346090.62,8835.4,2319,4435,8452,19536.8
2008/2/4,1628.138,104.034,345967.5,6879.2,1161,252,9531,16191.634
2008/2/5,2472.456,152.786,347006.75,10383.2,1098,7803,13717,18589.6
2008/2/6,1669.54,114.26,343315.75,7104.4,2114,356,8428,16927.666
2008/2/7,1518.31,108.706,347141.6,6392.6,0,295,8089,16921.166
2008/2/8,1950.564,119.094,346223.7,8276,940,1921,9563,20085.4
2008/2/9,2102.2761,144.528,348140.88,8769.6,2050,2838,10293,19856.934
2008/2/10,2184.714,151.73601,347436.28,9211.4,2562,2955,10128,20766.9
2008/2/11,1692.016,102.246,348036.75,7101.8,1018,297,8930,17955.268
2008/2/12,1987.798,130.946,344893.2,8419.8,2009,1856,12138,17126.967
2008/2/13,1900.498,128.478,347332.47,8035.4,2530,3615,7568,17961.967
2008/2/14,1604.622,113.646,346701.34,6744.6,1300,291,9299,15853.7
2008/2/15,2005.208,107.952,348322.47,8325,1109,1723,13417,17171.133
2008/2/16,2346.948,138.994,347166.1,9927.2,1076,2360,11599,24080.8
2008/2/17,1933.368,120.076004,349156.56,8142.4,3182,2257,6049,20734.8
2008/2/18,1514.404,101.972,348572.06,6301.8,0,251,10345,14644.066
2008/2/19,2126.916,137.568,347054.6,8956.4,1881,4711,11200,17656.6
2008/2/20,2253.79,190.268,348004.34,9516,3655,5516,7704,20688.166
2008/2/21,1633.85,112.274,346680.56,6895.4,0,307,8523,18400.834
2008/2/22,1732.564,121.688,347667.5,7279.6,1167,1985,10101,15623.066
2008/2/23,1833.97,132.504,344649.25,7781.8,1684,2250,10040,16592.166
2008/2/24,1263.008,107.332,346144.03,5240,754,332,11447,8517.134
2008/2/25,504.488,91.72,345277.44,2096,0,321,1856,6231.1333
2008/2/26,507.12,84.590004,344928,2101,0,295,2013,6144
2008/2/27,566.72,86.168,344957.78,2353.2,0,326,2969,6150.3335
2008/2/28,509.184,83.248,345318.16,2112.4,0,281,2028,6177.4
2008/2/29,1333.348,88.948,342775.44,5576.6,0,3773,8062,10387.467
2008/3/1,1141.876,105.158,344781.38,4719.8,0,1287,2724,15020.267
2008/3/2,1162.226,144.71,345234.6,4932,0,5244,2565,11561.434
2008/3/3,1040.55,114.334,346106.88,4287.6,0,2207,1755,13380.5
2008/3/4,1668.99,108.958,347078.03,7009.4,1249,2443,9415,14709.5
2008/3/5,2037.208,140.898,347133.94,8598,1145,9797,5529,17482.467
2008/3/6,2503.208,106.184,346218.1,10389,1082,372,6965,33301.133
2008/3/7,1862.956,129.392,346775.12,7836,1235,3471,9033,17310.268
2008/3/8,2248.66,237.08,347890.97,9487.2,6286,346,8435,22410.666
2008/3/9,1560.458,135.574,346674.78,6611.2,2607,333,4155,18912.633
2008/3/10,1618.686,127.124,348087.38,6786,2009,368,8660,15941.1
2008/3/11,2200.042,151.1,346210.78,9312.4,1271,3901,12936,18559.367
2008/3/12,1774.232,138.194,347122.38,7448,1120,2374,11042,15034.533
2008/3/13,1675.514,128.474,346755.78,7116,3263,3590,5464,15608.233
2008/3/14,2210.22,159.748,346503.4,9282.6,980,3881,14476,17500
2008/3/15,1576.3,154.412,345885.12,6697,2550,502,5910,17309.666
2008/3/16,1801.96,173.652,347464.3,7629.6,2394,566,11286,15786.667
2008/3/17,1706.918,175.274,346759.53,7210,236,6651,9346,12215.634
2008/3/18,1917.566,147.44,348377.75,8023.6,1156,4019,12544,14240.434
2008/3/19,1308.448,142.498,349059.2,5508.8,2110,411,6154,13132.467
2008/3/20,1253.274,120.854004,348138.12,5269.8,1107,478,6670,12632.9
2008/3/21,2066.442,223.824,347572.66,8695,2171,4778,13275,14216.7
2008/3/22,2053.516,185.68001,347921.5,8669.2,3322,588,12405,17910.268
2008/3/23,2325.99,152.446,349419.78,9778.4,6279,2112,13878,16497.5
2008/3/24,1974.668,131.05,349255.75,8285.6,1131,5988,7008,18784.133
2008/3/25,2015.856,127.832,348679.03,8453.6,2246,3677,13494,14180.6
2008/3/26,1633.472,133.598,349646.12,6858.8,2547,3831,7547,13299.533
2008/3/27,1370.822,116.44,348617.6,5703.6,0,356,9022,13469.033
2008/3/28,1885.424,137.64,348945.62,7889.8,2325,3605,11581,13912.733
2008/3/29,2471.15,175.068,347405.12,10381.4,5153,375,17240,18417.834
2008/3/30,2146.392,175.97,347275.8,9039.6,5045,1315,9769,19644.2
2008/3/31,1377.57,130.86,349526.94,5768.6,1091,411,9387,12070.5
2008/4/1,2129.052,170.396,347926.75,8931.6,1079,6657,14515,13233.2
2008/4/2,1691.672,142.54,343680.72,7211,1106,3674,7989,15425.533
2008/4/3,1128.756,121.236,346599.72,4724.4,0,422,6901,11489.6
2008/4/4,1631.918,125.306,347516.72,6806,2133,775,13246,11044.634
2008/4/5,1970.762,203.684,346403.56,8330.2,2929,874,13644,15399.033
2008/4/6,1696.318,150.572,347255.44,7122.8,1124,2615,7552,16980.967
2008/4/7,1538.838,141.28,350248.78,6457.2,2420,672,9466,13089.3
2008/4/8,2657.516,184.176,348575.88,11087.2,2752,10713,17519,13307.934
2008/4/9,1218.852,132.864,348937.5,5073,0,376,9003,10935.2
2008/4/10,1477.746,163.68001,348406.62,6199.8,3261,457,6527,14384.1
2008/4/11,1877.6641,143.89,346692.06,7851.8,1802,491,14522,14479.4
2008/4/12,2800.014,392.272,347130.97,11834.2,7076,2499,15225,21866.9
2008/4/13,2232.986,213.514,346209.6,9434.6,2554,5942,13007,15713.434
2008/4/14,1589.582,154.95801,348932.25,6630.2,0,425,11197,14871.033
2008/4/15,1670.406,178.782,347383.78,7069.8,1174,3998,9874,12794.1
2008/4/16,1489.064,125.904,348111.9,6215.2,838,403,11322,12254.733
2008/4/17,1395.862,145.878,347621.2,5910.2,1719,417,8638,12490.366
2008/4/18,1862.39,184.646,346523.88,7859,2174,3832,10921,14112.833
2008/4/19,2253.71,245.284,347246.2,9556,4319,2457,14722,16063.833
2008/4/20,1791.418,227.854,347663.34,7575.2,1030,4544,10401,13881.967
2008/4/21,1164.156,175.4,348469.2,4902,0,2673,6788,9941.6
2008/4/22,1627.676,193.15,346982,6872.4,971,5093,10603,10460.934
2008/4/23,1357.328,189.502,347776.34,5713.2,1380,492,8406,12344.134
2008/4/24,1043.772,171.924,346471.66,4403.6,1263,522,5296,10315.2
2008/4/25,1267.734,162.224,347050.3,5328,824,2004,9400,8900.9
2008/4/26,903.166,168.696,346741.28,3793,0,634,3586,10832.767
2008/4/27,1008.24,198.118,346906.5,4267.8,693,588,5488,10035
2008/4/28,659.052,167.118,347008.97,2809,0,621,2786,7577.2
2008/4/29,1972.616,215.356,346617.94,8309.8,1402,5411,10481,15582.934
2008/4/30,1101.726,171.556,347664.44,4634.8,1057,590,6653,10062.1
2008/5/1,576.014,150.696,347682.62,2451.4,0,530,2586,6484.2334
2008/5/2,1497.768,205.568,347974.47,6304,3114,584,8687,12577.8
2008/5/3,1289.6,202.004,346800.5,5473.4,996,541,6535,13421.333
2008/5/4,1470.97,209.422,347587.88,6282,2196,2872,5464,13984.167
2008/5/5,1366.932,185.75,346661.06,5756.8,1008,378,10197,11199.2
2008/5/6,1789.98,199.596,346018.06,7554.2,1354,5410,12200,10869
2008/5/7,1176.264,190.956,347157.03,4978.8,1030,423,6649,11502.4
2008/5/8,2116.698,253.244,345385.88,8897,3667,702,12717,18192.3
2008/5/9,1747.272,229.87401,346278.56,7396,2229,423,11904,14565.2
2008/5/10,1909.128,289.814,345724.16,8116.4,6950,612,11714,12542.8
2008/5/11,1610.92,275.702,346299.25,6918,563,1340,6930,18015.666
2008/5/12,1524.204,229.14,347099.94,6508,2082,1085,11959,10277.4
2008/5/13,1476.894,236.468,346138.66,6324.2,823,4089,8370,11332.9
2008/5/14,1584.262,277.374,346620.25,6787.2,2467,3436,9716,10785.366
2008/5/15,1162.768,237.724,346104.56,5071.8,868,570,6820,11121.467
2008/5/16,1648.03,235.202,344573.9,7078.2,2228,2565,8955,13719.167
2008/5/17,1657.454,275.896,344840.9,7130.2,2158,935,12472,12059.233
2008/5/18,1803.958,254.492,345143.06,7789.6,1775,5355,8626,14309.967
2008/5/19,1030.262,175.736,346221.9,4420,1014,558,7503,8096.033
2008/5/20,1581.334,184.082,347068.22,6742.4,1352,2431,11977,10595.566
2008/5/21,1324.112,190.326,346695.12,5640,1989,474,9251,10354.533
2008/5/22,976.868,169.816,344880.28,4256.6,996,440,6475,8370.134
2008/5/23,1484.916,178.958,344878.34,6276.4,0,1390,14734,8624.6
2008/5/24,1580.176,285.55,346643.88,6723.4,1027,569,12833,11907.267
2008/5/25,2048.504,290.416,345521.72,8836.6,4307,8811,6016,15007.733
2008/5/26,1289.71,220.698,346123.72,5658.8,985,666,9284,10560.167
2008/5/27,1708.7,207.466,344722.84,7354.6,0,5352,11478,11648.333
2008/5/28,1114.372,235.644,347504.7,4824.8,3138,512,6709,8213.866
2008/5/29,1135.076,186.832,342252.22,5005,1004,507,8703,8703.934
2008/5/30,1397.244,182.218,346397.3,6052.2,0,3019,11298,8970.4
2008/5/31,1641.47,249.924,346542.06,7089.2,1764,2328,11858,11407.833
2008/6/1,1848.876,225.34,346497.38,7809.4,1906,545,11307,17056.6
2008/6/2,1074.012,165.158,340372.62,4634,960,558,6341,10041.2
2008/6/3,1597.816,173.938,337179.2,6975.6,2897,2608,9265,11860.267
2008/6/4,1588.912,152.404,337977.3,6952,1550,7682,6508,10741.866
2008/6/5,1120.078,153.106,338635.9,4892.6,1747,506,8781,7633.967
2008/6/6,1217.714,174.52,345192.38,5287.8,1009,506,7871,10909.233
2008/6/7,1882.484,186.414,344137.6,7966,2379,2611,14593,11791.733
2008/6/8,1542.322,188.384,345549.5,6618.4,2536,3161,9732,10276.367
2008/6/9,1325.698,183.64,344785.94,5817.2,1967,2085,7921,10121.967
2008/6/10,1067.09,216.018,345568.38,4615,907,585,8992,7300.8335
2008/6/11,1123.206,214.372,345822.44,4879.4,977,842,7566,9335.1
2008/6/12,1259.332,189.292,345153.62,5471,1951,567,7246,11224.866
2008/6/13,1874.28,281.816,343759.25,8067,2809,7358,10531,10540
2008/6/14,1384.92,344.28,345620.88,6059.2,1862,1011,10681,9528
2008/6/15,2289.102,281.006,344813.38,9754,6471,6802,11589,13289.7
2008/6/16,1303.044,204.382,346224.2,5622.8,1980,464,10012,9261.4
2008/6/17,1145.084,175.464,346110.38,4945.8,1080,432,10094,7478.7334
2008/6/18,1893.608,272.724,345225.4,8224.4,7549,3040,12687,8284.134
2008/6/19,1588.082,189.418,344552.66,6822.6,3411,1514,10911,10632.033
2008/6/20,1676.104,227.42,345512.44,7211.8,2948,2935,12417,9635.066
2008/6/21,1734.254,239.028,344827.3,7393.2,940,5823,12828,9313.233
2008/6/22,1566.416,294.144,344223.53,6730.6,4705,1175,10652,9574.934
2008/6/23,1251.796,210.956,344070.22,5460.4,2600,581,10124,7558.2666
2008/6/24,1754.452,253.022,342598.16,7577.6,2779,3489,14271,8701.866
2008/6/25,1261.77,290.626,344008.66,5631.8,2773,569,9402,8285.5
2008/6/26,1056.02,217.414,344666.03,4624,921,572,8971,7136.3335
2008/6/27,1755.152,262.008,344066.38,7540.8,4159,2372,10163,12558.533
2008/6/28,1208.8,210.954,344365.03,5307.8,0,2000,7932,10214.667
2008/6/29,749.352,183.664,345831.34,3356.8,955,535,3896,7103.2
2008/6/30,804.196,189.526,346141.62,3570,0,521,6819,6063.2666
2008/7/1,1215.24,277.788,344938.03,5385.6,3465,587,8390,7812
2008/7/2,1147.202,266.538,344105.25,5140.2,962,650,7002,10506.033
2008/7/3,1098.36,213.748,345075.12,4814.2,958,2569,7410,7369
2008/7/4,942.02,188.132,345858.7,4072.8,0,589,8302,6809.3335
2008/7/5,1469.088,224.78,344973.28,6316.6,1875,6754,8365,7490.8
2008/7/6,1805.064,253.582,346449.94,7717.6,4258,5230,7536,13060.4
2008/7/7,983.39,202.81,345072.56,4274.8,2171,592,7149,6477.8335
2008/7/8,1126.214,196.318,345168.9,4854.8,991,503,7592,9684.233
2008/7/9,919.318,191.724,346074.6,3996.4,951,499,7352,6519.967
2008/7/10,1251.276,240.242,345409.56,5390.6,982,552,8186,11134.6
2008/7/11,1254.216,251.036,344904.34,5446.4,724,558,9251,10370.6
2008/7/12,1328.852,266.124,345685.38,5832.6,4436,2617,7231,7863.533
2008/7/13,1253.754,166.908,345538.78,5420,1671,3164,7056,9004.9
2008/7/14,1137.926,209.668,346311.62,4941.6,2564,1995,6436,7970.433
2008/7/15,1155.86,190.936,345285.28,4947.4,968,552,8585,9159.333
2008/7/16,1077.062,206.462,346454.47,4661,1537,2799,4978,8637.033
2008/7/17,1319.122,239.506,345480.53,5798.4,1122,723,8280,11860.366
2008/7/18,1261.584,195.606,344991.16,5381.2,1143,552,9260,10071.4
2008/7/19,1344.014,208.03,344377.62,5788.4,2941,3146,7676,8637.233
2008/7/20,941.534,172.576,345279.88,4084.4,1943,1076,5457,7216.2334
2008/7/21,1156.478,172.45,344306.44,5014.2,1698,431,9189,7956.6333
2008/7/22,740.242,161.128,345125.25,3272.6,0,430,4886,7021.3667
2008/7/23,942.63,162.392,345738.4,4103.2,1233,454,6325,7698.5
2008/7/24,1093.45,185.882,345432.62,4639,837,476,8344,8567.167
2008/7/25,865.534,182.714,344242.38,3770.4,1168,492,6731,6034.567
2008/7/26,815.684,213.318,345641.3,3592,0,948,6243,6403.7334
2008/7/27,1147.396,233.138,343398.47,5058,1063,858,8385,8817.267
2008/7/28,825.804,198.514,345590.9,3707,0,509,5963,7291.4
2008/7/29,1166.558,208.384,345958.38,5242.8,1571,530,5802,11539.634
2008/7/30,1299.908,227.536,344283.25,5853.8,2548,773,6278,12066.134
2008/7/31,1392.6381,243.476,345737.78,6093.8,1533,2808,7588,11281.634
2008/8/1,739.576,252.704,345319.84,3352.2,586,1150,5091,5499.2666
2008/8/2,505.776,178.294,344345.38,2286.6,0,504,3803,4122.6
2008/8/3,504.782,166.052,341358.38,2270.4,0,499,3926,3988.0332
2008/8/4,1125.92,193.62,342285.53,4917.4,596,4677,4410,9082.333
2008/8/5,827.118,180.248,343780.5,3608.6,635,509,7118,5523.3
2008/8/6,326.112,214.504,346414.78,1570.2,0,513,2215,2707.2
2008/8/7,334.884,214.94,344609.75,1613.8,0,526,2357,2698.4
2008/8/8,302.2,196.448,344817.4,1448,0,481,1980,2575.6667
2008/8/9,358.924,199.99,346623.06,1670.8,0,489,1902,3591.0667
2008/8/10,352.032,189.106,345981.44,1616.4,0,464,1905,3498.2
2008/8/11,371.91602,187.62,346634.38,1685.8,0,489,1880,3829.6
2008/8/12,288.984,187.042,345669.53,1373,0,462,1844,2510.4
2008/8/13,282.584,183.836,346854.97,1341.4,0,451,1789,2469.7334
2008/8/14,270.258,177.966,347242.88,1274.4,0,441,1641,2422.3
2008/8/15,273.654,178.178,347267.75,1290.2,0,439,1691,2430.9
2008/8/16,274.814,181.678,348617.3,1295.2,0,442,1688,2450.2334
2008/8/17,274.796,179.516,347304.16,1292.8,0,445,1710,2424.9333
2008/8/18,273.758,178.098,347552.4,1287.8,0,440,1719,2403.6333
2008/8/19,274.692,180.622,346888.4,1300.8,0,442,1697,2439.2
2008/8/20,268.47202,178.064,347822.94,1272,0,437,1626,2411.5334
2008/8/21,261.298,168.972,346025.75,1223.6,0,432,1577,2345.9668
2008/8/22,267.124,174.654,346870.44,1255.8,0,438,1614,2400.0667
2008/8/23,254.642,169.422,348685.44,1196.4,0,419,1485,2340.0334
2008/8/24,254.716,163.91,347923.3,1190,0,404,1523,2318.2666
2008/8/25,250.298,163.87,347722.53,1164,0,422,1436,2313.6333
2008/8/26,257.564,166.566,347212.16,1205.6,0,420,1533,2339.7334
2008/8/27,258.114,165.872,346430.12,1199.8,0,399,1539,2363.9001
2008/8/28,268.246,174.098,346381.4,1260,0,432,1631,2407.7666
2008/8/29,267.588,171.186,346083.06,1260,0,430,1599,2430.8
2008/8/30,270.424,177.552,346340.16,1276.2,0,435,1619,2453.0667
2008/8/31,1500.614,210.418,345385.38,6404,2056,3733,12117,7104.2334
2008/9/1,1247.51,184.48601,345478.9,5374.8,950,521,10183,9137.833
2008/9/2,1384.154,224.634,344633.72,5963.8,4273,1206,6648,10942.233
2008/9/3,1388.486,179.288,345642.4,5930.8,1326,1902,10213,9700.434
2008/9/4,1225.22,151.872,343675.44,5262.8,2225,404,9408,8383.333
2008/9/5,873.96,147.23601,345010.44,3752,379,431,6943,6813
2008/9/6,1868.574,238.292,344649.28,7955.2,2948,6500,13400,8294.9
2008/9/7,1372.656,176.444,346447.72,5876.4,3612,1707,5976,11582.6
2008/9/8,1309.324,160.574,347589.84,5548.8,747,2293,9559,9223.066
2008/9/9,1159.654,180.67,345285.6,4988.8,236,453,7728,10910.566
2008/9/10,1300.764,166.43001,344852.03,5554.8,1009,399,10281,9990.4
2008/9/11,1028.714,192.038,344303.72,4435.6,1005,417,7644,8079.2334
2008/9/12,1392.762,178.298,345554.38,5968.2,1867,402,8738,12205.7
2008/9/13,1631.436,186.192,345779.34,6941,930,5433,11807,9020.6
2008/9/14,1576.326,193.746,345440.12,6818.4,4673,445,6538,14616.1
2008/9/15,1697.708,136.118,345968.5,7303.4,960,364,10322,16649.133
2008/9/16,1221.862,156.06,346966.2,5211.8,0,368,8249,11747.366
2008/9/17,1519.21,177.168,346545.62,6465.2,1910,3727,9371,10312.167
2008/9/18,1505.29,189.376,346071.1,6404.2,4202,357,7991,12538.167
2008/9/19,1518.846,166.768,346114.25,6449.4,1569,351,12367,11027.1
2008/9/20,1304.6,156.204,346455.53,5480,0,370,12477,8896.333
2008/9/21,1533.07,206.262,346953.84,6566.8,4010,2381,8347,10813.167
2008/9/22,1358.564,151.524,345901.2,5778.2,1014,2448,10227,8953.733
2008/9/23,1232.788,165.128,345864.03,5305.2,0,2168,7920,10458.467
2008/9/24,1718.35,173.472,345781.12,7245.6,2019,4730,10548,11342.167
2008/9/25,1131.22,173.77,346018.06,4815,1012,751,8485,8605.667
2008/9/26,1431.45,211.572,346166.8,6105,1221,370,10890,11376.5
2008/9/27,2127.446,257.04,345810.94,9012.4,4347,2584,12688,15838.434
2008/9/28,1731.104,163.968,346000.9,7314.6,1920,385,11242,15304.733
2008/9/29,1501.738,199.432,345980.2,6349.6,1014,363,10677,12974.967
2008/9/30,1375.006,155.092,346440.62,5795.6,998,360,7415,14143.767
2008/10/1,1872.364,181.256,347225.2,7894.2,2249,5800,10808,12349.066
2008/10/2,1345.342,153.676,346072.66,5686,0,367,9060,12995.367
2008/10/3,1612.58,158.598,345372.5,6833.8,4801,349,9432,12294.333
2008/10/4,2100.496,216.2,345851.12,8848.6,3462,629,12573,18344.268
2008/10/5,1549.95,146.296,345798.06,6529.2,990,3257,6071,15514.5
2008/10/6,1423.782,125.204,344331.47,6071.6,990,286,9562,12891.7
2008/10/7,1726.568,187.234,343948.12,7439.2,1016,419,9476,17865.133
2008/10/8,1860.576,152.41,345670.6,7821,1044,5126,11650,13189.6
2008/10/9,1983.682,181.9,344556.62,8369.8,1032,3064,11652,17313.367
2008/10/10,1518.338,148.044,345074.2,6389,0,389,12046,12870.634
2008/10/11,1669.386,154.848,344422.97,7064.6,2144,2335,11373,11971.1
2008/10/12,1907.94,161.806,345818.22,8085.8,2561,5822,7171,16245
2008/10/13,1461.976,147.894,346765.56,6126.2,1037,535,9483,13311.267
2008/10/14,1609.056,164.286,344470.66,6811.4,1177,442,9939,15259.6
2008/10/15,2156.896,168.462,344889.78,9112.6,1998,7042,9984,16924.268
2008/10/16,1583.68,136.84,344538.5,6712.2,951,429,8438,16576.666
2008/10/17,1866.886,153.522,345668.6,7885.2,2036,3187,9639,16252.767
2008/10/18,2239.19,162.628,345363.03,9427.8,799,1655,12146,22719.834
2008/10/19,1971.934,181.596,345661.28,8359.6,698,8010,4600,19557.566
2008/10/20,1667.554,137.812,346222.78,6998.8,844,2648,10475,13825.566
2008/10/21,2063.716,152.344,345212.2,8756.4,857,2663,11331,19544.268
2008/10/22,1646.01,149.344,346774.7,6965.2,662,2542,8487,15742.5
2008/10/23,1830.494,161.20801,346174.62,7739.4,815,1435,10587,17671.232
2008/10/24,2133.226,168.014,346195.72,9024.4,7893,2277,10284,15099.767
2008/10/25,1523.156,111.238,336621.16,6363,737,394,13433,10821.934
2008/10/26,523.492,115.53,348657.78,2158.8,0,360,2013,6351.8667
2008/10/27,523.892,128.978,348808.4,2173.2,0,402,1967,6362.533
2008/10/28,1327.29,145.076,347510.6,5548.6,2263,362,5090,14406.5
2008/10/29,1612.576,133.282,348177.03,6630.2,1037,345,4015,21479.268
2008/10/30,1098.6,123.028,348599.94,4713.6,0,345,2619,15346
2008/10/31,1285.832,104.348,347514.88,5423.6,0,312,10483,10635.533
2008/11/1,830.498,113.672,348206.75,3781,0,344,1939,11558.633
2008/11/2,910.614,120.472,348704.28,4124.2,0,346,2824,12006.9
2008/11/3,847.6,115.248,348141.78,3837.6,963,347,1892,10924.667
2008/11/4,1562.316,121.476,346755.53,6699.4,0,6214,4106,15718.6
2008/11/5,3134.93,257.82,344852.3,13304.4,7597,10409,8362,25880.834
2008/11/6,1588.438,181.468,346161.9,6806.4,1033,430,6734,18276.967
2008/11/7,1619.184,109.988,345242.56,6846.6,1032,389,10421,15144.4
2008/11/8,1733.138,133.168,344603.56,7350.8,1114,3271,6069,18431.633
2008/11/9,2578.538,210.946,343373.88,10974.2,6301,661,14348,21665.633
2008/11/10,2091.88,155.49,343661.3,8858.6,1023,355,10285,23201.666
2008/11/11,2455.95,128.08,345425.3,10344,2475,2288,14651,21518.5
2008/11/12,2186.494,158.816,345676.44,9129.4,1066,2712,9430,23233.566
2008/11/13,1238.46,125.424,347901,5223.2,0,338,6315,13988
2008/11/14,1621.738,127.894,347071.4,6848,2092,325,9929,14682.967
2008/11/15,3031.628,165.16,343633.12,12907,3952,3799,15635,27141.133
2008/11/16,2365.432,163.13,346311.56,9963.4,4791,1829,8945,23858.867
2008/11/17,1523.636,118.874,347234.3,6353.4,0,378,10590,14425.934
2008/11/18,1749.05,139.282,345458.94,7404.2,1079,369,11204,16498.834
2008/11/19,1840.238,166.452,346377.06,7794.6,1737,3026,8704,17203.633
2008/11/20,1692.336,121.192,345338.1,7177.6,1034,347,7732,19092.6
2008/11/21,1673.93,127.554,345496.8,7123,1039,348,10396,16115.833
2008/11/22,1711.368,124.868004,345213.8,7271.4,1093,882,8320,18227.8
2008/11/23,3405.324,206.944,344136.1,14463.6,3631,8823,10272,34029.4
2008/11/24,3212.998,121.618004,346117.66,13371,1063,510,13378,38598.965
2008/11/25,2702.85,150.564,346940.06,11266.4,3010,345,10471,31221.5
2008/11/26,1515.954,119.996,349057.28,6273.2,909,304,10002,14050.9
2008/11/27,2362.218,126.218,347673.62,9851.2,2491,330,12440,24109.3
2008/11/28,1885.964,128.426,350015.78,7789.8,1113,295,11361,18663.732
2008/11/29,2434.668,166.51,347386.7,10157.2,5268,2392,12386,20531.8
2008/11/30,2401.388,170.904,349019.38,10016,1161,3481,11474,23907.133
2008/12/1,1616.538,118.678,350562,6852.2,1085,309,9013,16535.3
2008/12/2,1793.444,145.908,350466.28,7509.8,0,304,11343,18243.732
2008/12/3,1755.164,124.722,350472.56,7300.2,1137,302,9664,18149.732
2008/12/4,1738.638,113.99,350586.9,7234.2,1085,281,11314,16297.3
